amino,atom,cluster,dist,angle,dihed,prob
TYR,CD1,N2,2.39880845912496,43.647914418048,-163.294669879692,0.180221800057341
TYR,CD1,N2,2.38028301776082,50.6586622595792,6.65787552380198,0.200815623710004
TYR,CD1,N2,2.38775982946783,31.523046047246,-30.5268735270532,0.188282535414423
TYR,CD1,N2,2.6306195399691,48.9583025391607,165.933143692311,0.205102247997979
TYR,CD1,N3,2.48296164559049,36.0060838196087,167.336045945052,0.182098955949939
TYR,CD1,N3,2.58965727759515,60.9951581127156,27.5479184586746,0.3148634935712
TYR,CD1,N3,2.32793322615135,26.0584337987314,17.7672394361663,0.224192691904765
TYR,CD1,N3,3.24737357479907,91.0384560197913,135.349302556708,0.135478705987398
TYR,CD1,N3,2.28488856242248,33.8632584452843,-168.960200340519,0.143366152586698
TYR,CD2,N1,2.95783969521756,62.7429062797374,148.642455865195,0.150475463807946
TYR,CD2,N1,2.79721129938593,54.353933632355,26.9781929661696,0.262457418395091
TYR,CD2,N1,3.21749051832002,84.8573184847737,89.8594462487928,0.24254559821449
TYR,CD2,N1,2.68578681432253,35.0196430433789,-24.5195283287365,0.153311589066714
TYR,CD2,N1,2.50599347204228,25.2510705758083,-59.2532741772716,0.191209930515758
TYR,CD2,N2,3.19875586538828,65.0525547594506,65.1466069848263,0.155566632705963
TYR,CD2,N2,3.1411415242891,78.0611567312891,153.582783992106,0.208504270599694
TYR,CD2,N2,2.99988518307186,69.0284135596649,37.6772912086467,0.224750378273691
TYR,CD2,N2,2.97933805601341,60.8319177548905,148.062116173733,0.191686008640684
TYR,CD2,N2,2.53149799984552,33.3847658265067,-16.9046080649138,0.219492709779968
TYR,CD2,N3,3.1280957483587,75.6666198904613,151.459241701354,0.341648326413246
TYR,CD2,N3,3.1533625663885,68.4869651348388,63.9517591944026,0.460554105694177
TYR,CD2,N3,2.4639993934677,30.7961381395482,66.4034802615483,0.197797567892577
TYR,CE1,N1,4.45254133896942,86.5913439898712,102.385200831796,0.273434289414623
TYR,CE1,N1,3.79873009878747,44.7326563803129,-17.6145666405321,0.569021654350708
TYR,CE1,N1,3.83524439859874,50.6186959650457,-153.25279353947,0.157544056234668
TYR,CE1,N2,3.96967508057673,54.093200216402,170.810123376544,0.140316340854869
TYR,CE1,N2,3.6609563025755,38.765369029645,-169.406155832925,0.167031446465349
TYR,CE1,N2,3.74672248723717,48.1753470696951,-5.64474083687834,0.403325115559298
TYR,CE1,N2,3.81451032038043,51.7290176499109,-155.491755767038,0.12170593453055
TYR,CE1,N2,4.26401672678497,70.6002217278806,50.5247985083214,0.167621162589935
TYR,CE1,N3,3.65099865381419,37.6142401650737,-167.086912925046,0.235437889988649
TYR,CE1,N3,3.77187884985722,47.3444914628919,16.2250967262912,0.511946382665189
TYR,CE1,N3,4.17470250144864,65.7165816493607,153.685953615155,0.252615727346162
TYR,CE2,N1,3.98108427320752,50.7900000157118,11.9020677372029,0.264601074987588
TYR,CE2,N1,3.77158374169763,33.3575964744168,-38.4200097399167,0.218253836686998
TYR,CE2,N1,3.95831661014406,37.2440434827215,-59.2600347062784,0.132151607868004
TYR,CE2,N1,4.51795282654968,87.0493377073251,90.717439963409,0.245472646051239
TYR,CE2,N1,4.14394723872175,59.487329710825,161.204075265417,0.139520834406168
TYR,CE2,N2,4.19179771158747,62.376434290616,33.6340134276066,0.431938472144401
TYR,CE2,N2,3.83908146215008,35.7686623784145,-30.1348678581428,0.199101691120161
TYR,CE2,N2,4.20578520360573,64.5463888558358,162.700085994624,0.368959836735433
TYR,CE2,N3,4.17589611939106,63.0458836437634,163.763803095587,0.360753667973975
TYR,CE2,N3,4.14875382617166,56.1614633057427,39.3267808118475,0.639246332026025
TYR,CG,N1,1.6644542762142,33.5406851663527,12.4961723439539,0.50937090718329
TYR,CG,N1,1.80499534425208,48.5306547932865,86.9336661580279,0.256635102376884
TYR,CG,N1,2.27764821199703,84.6700165285912,93.9389407384164,0.233993990439825
TYR,CG,N2,1.93215393433669,52.5815928259289,47.846699047691,0.16634339542861
TYR,CG,N2,1.90363110188806,59.8518111272048,152.759047029069,0.390642548817153
TYR,CG,N2,1.8438182798661,54.5118831947445,37.4064042387108,0.443014055754236
TYR,CG,N3,1.9188781621543,60.9071966356025,148.046393812816,0.392957136158508
TYR,CG,N3,1.85324277275075,55.1158299224172,54.7144026893554,0.489394550275186
TYR,CG,N3,2.33619454605739,81.8778372727894,99.8018216454206,0.117648313566307
TYR,CZ,N1,4.9161751352728,81.6089318772049,110.353155767312,0.315907019697121
TYR,CZ,N1,4.33121374773001,41.6799344101437,-13.0626141222314,0.567606475230854
TYR,CZ,N1,4.44463949425197,52.0275374237897,-166.471246962692,0.116486505072025
TYR,CZ,N2,4.37283388915866,47.7604954298367,-170.490500725495,0.140469449543348
TYR,CZ,N2,4.51069582886389,56.4334570872177,172.273213725592,0.28781117548807
TYR,CZ,N2,4.4894781896041,54.2322099233233,17.4427239667989,0.571719374968582
TYR,CZ,N3,4.47340425748031,53.3956601571688,172.388894894822,0.314261758258131
TYR,CZ,N3,4.49162420647319,53.1558049061393,14.9203268542278,0.685738241741869
TYR,HD1,N1,2.26218009228641,61.6655299743973,-79.1783491450604,0.189470267223752
TYR,HD1,N1,3.22879219668281,91.2214187526237,116.45580520125,0.125549891333795
TYR,HD1,N1,2.97052176155007,81.7466896183312,38.2743953296807,0.418487172686865
TYR,HD1,N1,2.47363705458073,38.7121652643674,-96.9061429275892,0.266492668755588
TYR,HD1,N2,3.10970728148779,85.872167340895,89.0322163544928,0.296520777357272
TYR,HD1,N2,2.2899638626822,38.2075828520565,-55.8470141936004,0.703479222642728
TYR,HD1,N3,2.2434297828112,17.8602603780212,-68.3768088247677,0.426538157471334
TYR,HD1,N3,3.12195572308859,84.2186546996558,98.2855273737498,0.232054561354903
TYR,HD1,N3,2.076511979348,67.8589323594104,-8.35615103952414,0.341407281173762
TYR,HE1,N1,4.35658272609573,44.7325386417785,-47.3316910211027,0.340103896046535
TYR,HE1,N1,5.19535364008149,91.6139124911702,87.610964940259,0.259178593535392
TYR,HE1,N1,4.47219164516725,50.0238979211551,-144.635270546649,0.119301319163766
TYR,HE1,N1,4.64143233256756,61.6024551318413,12.2794547279252,0.281416191254307
TYR,HE1,N2,4.99584843288018,75.7852243795715,151.32806759806,0.154816848859353
TYR,HE1,N2,4.45897019389239,57.0127929111325,-150.587917670151,0.106719601274209
TYR,HE1,N2,4.34757030680821,50.1942817468962,-36.2715765574044,0.191168532381205
TYR,HE1,N2,4.31552608228034,34.8865989994345,-160.583005618005,0.187632642102766
TYR,HE1,N2,4.49017994234242,51.5612504504531,2.40954616915549,0.359662375382467
TYR,HE1,N3,4.24327949719372,28.6323697241551,-18.114811042031,0.249445876693592
TYR,HE1,N3,5.02785605355775,72.4332157116764,103.304334629355,0.186657779444151
TYR,HE1,N3,4.39400328486096,33.7533428979901,-166.96002515782,0.196952399796995
TYR,HE1,N3,4.25985884720998,59.3219066470729,3.81776218748022,0.366943944065262
TYR,HE2,N1,4.9880618885075,65.3911826199587,147.010121209799,0.133205513596145
TYR,HE2,N1,4.52671170191759,29.2624646402243,-57.4979245617007,0.317787751925576
TYR,HE2,N1,5.25051475094997,87.7536599049207,90.0073434259331,0.210008014185423
TYR,HE2,N1,4.78310051389977,51.8204024295536,19.3427598243735,0.338998720292856
TYR,HE2,N2,4.58426861488903,30.2462256945827,-25.0028420851376,0.358486345071566
TYR,HE2,N2,5.05392032634936,73.82852424381,159.351837574736,0.291431959012067
TYR,HE2,N2,5.06848572542709,71.8706550000569,40.6152753984518,0.350081695916368
TYR,HE2,N3,4.9205450678037,59.709462145124,58.3603315620783,0.486503001552328
TYR,HE2,N3,5.0777138336958,56.3459431190216,56.7700803485598,0.513496998447672
TYR,H,N1,2.74738667647606,140.877375850195,35.2530698679333,0.144834335041802
TYR,H,N1,2.71639471473919,145.888284396711,37.6894506693678,0.229734360078445
TYR,H,N1,2.54347409545456,135.055161371732,41.8715279584007,0.460857848045351
TYR,H,N1,2.36316452342523,125.09303519292,35.9900223383743,0.164573456834402
TYR,H,N2,2.67930775467146,136.83886059417,30.7039335327224,0.185828554056198
TYR,H,N2,2.35603645069599,124.689981287307,31.7884711707143,0.211558371421808
TYR,H,N2,2.7253864875028,146.492771777449,50.8455990508952,0.187571358231738
TYR,H,N2,2.56100613055062,135.624814341652,42.4733016295156,0.415041716290257
TYR,H,N3,2.63139206347623,132.711032161543,18.1595119145417,0.23333489497458
TYR,H,N3,2.56630778292545,135.895931054922,41.8381585900967,0.766665105025421
TYR,HH,N1,6.06145230863463,45.6240921719149,-12.7177567489307,0.755139898651528
TYR,HH,N1,6.74743017336684,89.9170213186046,89.4367662199484,0.244860101348472
TYR,HH,N2,6.36403121303659,66.7714927231562,164.598187996048,0.241263445417906
TYR,HH,N2,6.04888304509022,46.9346554512892,-167.327551831705,0.206397324450633
TYR,HH,N2,6.11618769859002,50.997710605066,1.8568999885744,0.552339230131461
TYR,HH,N3,6.52179767027399,68.0511387348864,146.644348601786,0.254237287305162
TYR,HH,N3,6.15291194656554,50.573996182224,25.3681050358386,0.6440677974406
TYR,HH,N3,5.87390732959192,28.3889506190248,-161.632001748498,0.101694915254237
TYR,N,N1,2.09923611111113,141.362550675676,14.3710153903904,1
TYR,N,N2,2.11859697874043,142.781370100088,11.1439557401351,0.310657207059008
TYR,N,N2,2.22494583810141,149.207164930223,19.1058739359351,0.689342792940993
TYR,N,N3,2.23044976076561,149.168248803828,17.3924593301435,1
TYR,OH,N1,6.30219257044075,83.6294448048333,108.104290534409,0.30371111746175
TYR,OH,N1,5.68896302909437,43.1863938494894,-16.0724857710617,0.569043051694841
TYR,OH,N1,5.80395175958432,53.1190023350494,-165.983770008786,0.127245830843409
TYR,OH,N2,5.73632906342382,49.3256156504406,-171.031482709339,0.227916721272038
TYR,OH,N2,5.83872576653973,54.6145473951153,13.1066092555627,0.570100842763449
TYR,OH,N2,5.89056950981655,57.7848075353379,173.513169798271,0.201982435964508
TYR,OH,N3,5.82681429290386,52.7531555108203,28.5549672873679,1
TYR,O,N1,3.13823185673893,145.221451460886,121.3498133836,1
TYR,O,N2,2.75689811719311,121.114074398054,-142.689562323634,0.395282091217103
TYR,O,N2,2.93872635956761,132.352538335173,132.319859677007,0.361267397098016
TYR,O,N2,2.60796198953153,113.757547651995,-157.890616790522,0.243450511684881
TYR,O,N3,2.73312681510166,119.343838334946,-128.642115198451,1
TRP,CB,N1,0.802031872509958,62.3114807436918,97.2897078353251,1
TRP,CB,N2,0.850829110116376,66.110238743793,91.9875699917336,0.369387904426187
TRP,CB,N2,1.16093549474519,89.8935135022346,103.003947847282,0.63061209557381
TRP,CB,N3,1.17636720230253,90.829717480502,103.944649700816,0.858518868279824
TRP,CB,N3,1.13272351474142,86.4127000001195,93.339822244626,0.141481131720177
TRP,C,N1,2.24653668208857,146.321606080635,151.153093192333,1
TRP,C,N2,2.14353465683174,139.750976746487,-168.746457864034,0.202080887620227
TRP,C,N2,2.23207009840642,145.23404076021,158.643876130033,0.320146712077548
TRP,C,N2,2.19840686919863,142.908504862392,-161.964025809941,0.477772400302226
TRP,C,N3,2.2046614872364,143.278634850167,-149.509755826859,1
TRP,CD1,N1,2.55597599342104,37.3665889841774,-113.321082883664,0.169501960332514
TRP,CD1,N1,3.13993995002769,78.598534829293,124.273530398868,0.225105132351248
TRP,CD1,N1,2.76962725770297,59.0218603459899,23.6190394998394,0.605392907316237
TRP,CD1,N2,3.09849908556522,72.4783862683636,50.0561090837234,0.419879434859141
TRP,CD1,N2,2.45385213567245,50.8026169312496,-53.5149146579644,0.304240220591375
TRP,CD1,N2,2.87097786018879,58.2120062978073,158.986783772021,0.275880344549483
TRP,CD1,N3,3.06831658538567,68.5273675950447,91.9560147996477,0.510807879325784
TRP,CD1,N3,2.53112470260565,32.8890802320731,163.773946814351,0.153850064385281
TRP,CD1,N3,2.35077261955791,50.2695508647457,-34.233319464723,0.211051219950485
TRP,CD1,N3,3.558779846443,105.092599217939,95.2187276109412,0.12429083633845
TRP,CD2,N1,3.03328301358038,46.8520763756232,103.733682684294,0.196258926387502
TRP,CD2,N1,2.61897336794362,34.3809745545745,-54.5064526668091,0.559430558456745
TRP,CD2,N1,3.30800476142113,86.5492868876036,91.850094889377,0.244310515155752
TRP,CD2,N2,2.49454872270875,36.7548611608759,-45.1943346339665,0.415742568423493
TRP,CD2,N2,3.18023889833177,57.5671193193047,79.9182310057556,0.315974597563672
TRP,CD2,N2,3.06478600700106,69.5073232192107,154.245304345396,0.268282834012837
TRP,CD2,N3,2.46381636499035,33.3536489990393,-12.7642841067649,0.378161754104983
TRP,CD2,N3,2.97585422793158,62.0203987924196,158.635487369426,0.310795253480557
TRP,CD2,N3,3.55577518855745,101.347270634547,110.541347246503,0.135225172298046
TRP,CD2,N3,3.23621725343006,54.880695755269,75.5900493306101,0.175817820116414
TRP,CE2,N1,3.89575791114147,49.2409218015652,-13.3067162565337,0.25372695973513
TRP,CE2,N1,3.76485978691562,35.5055748572592,-20.2457085782667,0.483356664068277
TRP,CE2,N1,4.46909275387719,87.6584109403509,91.3987257085475,0.262916376196593
TRP,CE2,N2,3.99523084433724,56.1341873865208,168.710338012799,0.283879388704111
TRP,CE2,N2,3.82689557008701,44.243190267113,7.79612978748683,0.505796163463715
TRP,CE2,N2,3.77511113458358,44.3541570432164,-168.836811477923,0.104783404202957
TRP,CE2,N2,4.71838854183572,102.869018098222,108.022161695375,0.105541043629218
TRP,CE2,N3,3.82448147751505,43.9264016565613,3.13482699564712,0.543852770697499
TRP,CE2,N3,3.97894539123578,55.3995684712374,167.923998735677,0.317826625862496
TRP,CE2,N3,4.7514492975165,104.833592999883,108.629490460789,0.138320603440005
TRP,CE3,N1,3.84979594015013,36.9451007187427,93.4645987013774,0.133640941294509
TRP,CE3,N1,3.76405394013693,82.2512627827117,85.3904473352183,0.407829447386018
TRP,CE3,N1,3.14186483059515,39.4357257347335,-102.51600657934,0.458529611319472
TRP,CE3,N2,4.01669427193328,77.5845274659531,59.547281932811,0.110192871469246
TRP,CE3,N2,2.90797010888696,35.2309823323177,-84.2880762644262,0.468269288547849
TRP,CE3,N2,3.86371533557056,42.458935018588,106.714265795574,0.183330365406103
TRP,CE3,N2,3.97559740889537,92.8389541923437,148.132799002641,0.238207474576802
TRP,CE3,N3,2.83857819246286,27.3426024253286,-55.0815367856536,0.472661388896854
TRP,CE3,N3,4.01364279846435,94.5739949544866,132.99936404579,0.35512027742872
TRP,CE3,N3,4.15739782204151,59.4951120337956,89.4174084328538,0.172218333674426
TRP,CG,N1,1.64030191718195,31.6459814822078,11.4518951960848,0.458073431944116
TRP,CG,N1,1.74877431030966,44.7024900380924,61.5663797107782,0.276989301953065
TRP,CG,N1,2.24244623397996,83.0979829769233,92.1576756767145,0.264937266102819
TRP,CG,N2,1.89040911546158,59.8754129350334,151.790943435609,0.359522484575106
TRP,CG,N2,1.64307538345545,30.823980112975,15.7009528161844,0.188697327172859
TRP,CG,N2,1.85555274819258,57.7277181638158,47.7958137457733,0.345841040101606
TRP,CG,N2,2.50748964652362,98.7796471273381,102.47008514204,0.10593914815043
TRP,CG,N3,1.8447667460532,55.5000667559058,55.7471758043223,0.446146501213424
TRP,CG,N3,1.90829935854344,60.9413693241955,147.210389274557,0.401168648388041
TRP,CG,N3,2.50081591377194,96.627240546111,105.156926040055,0.152684850398535
TRP,CH2,N1,5.62797470299349,44.8735050850213,26.662316543542,0.287500685439783
TRP,CH2,N1,5.25365339668835,36.4681525765172,-71.0064981957954,0.296843399238018
TRP,CH2,N1,5.1799406231699,45.0452561250461,-106.195269683633,0.119067891072404
TRP,CH2,N1,5.96413930576659,86.0621235658009,107.043801042789,0.296588024249796
TRP,CH2,N2,6.1053064383839,96.1511278111642,96.0314375323316,0.123827464085141
TRP,CH2,N2,5.1405606261795,38.2256035136716,-91.3574669008927,0.389424851659816
TRP,CH2,N2,5.87468698052785,42.1788419304857,83.3045271422502,0.193992244329584
TRP,CH2,N2,4.97991475882351,37.9360218319804,-22.2670547177593,0.114952991988081
TRP,CH2,N2,5.88971513506955,78.1156979356613,160.69106327097,0.177802447937376
TRP,CH2,N3,4.99584497608002,32.3828278581771,-71.2534658308586,0.436886639533891
TRP,CH2,N3,5.87269249317618,78.8086181656791,163.661768252222,0.185739175100426
TRP,CH2,N3,5.88261177431821,50.6380105610925,84.8665662464393,0.251278538083972
TRP,CH2,N3,6.25237812623234,104.459974759105,119.362090749595,0.126095647281711
TRP,CZ2,N1,5.02344655777906,36.8549666516837,-27.5033928364135,0.551093104761448
TRP,CZ2,N1,5.05060811060884,48.5090569656446,-146.829582586783,0.104012541370274
TRP,CZ2,N1,5.6384885963613,81.829688306654,107.350145976104,0.344894353868278
TRP,CZ2,N2,4.91373891907392,42.4442483866864,-63.0758465094888,0.501377125485553
TRP,CZ2,N2,5.36745716112886,63.1444012702525,167.634136104024,0.197822598376255
TRP,CZ2,N2,5.35700949427546,43.9542395051822,34.6194756507699,0.197569877215078
TRP,CZ2,N2,5.96485985562099,103.563293813989,112.02084825341,0.103230398923113
TRP,CZ2,N3,4.83781497125422,38.6635432236224,4.16386672337349,0.249021920285289
TRP,CZ2,N3,5.3218265647018,59.1883960346486,167.799593132163,0.257135519529775
TRP,CZ2,N3,5.2709431530445,48.1844587776505,35.2539478961669,0.104354900128143
TRP,CZ2,N3,4.88072296877878,39.6441632146218,-164.959627422509,0.146436432264313
TRP,CZ2,N3,5.99805126861311,105.999691301091,112.278723760538,0.124394909624292
TRP,CZ2,N3,5.43183424962218,48.9776344809227,48.8738882037015,0.118656318168188
TRP,CZ3,N1,5.10474779454606,63.4440924137766,55.9080199462225,0.334197015026978
TRP,CZ3,N1,5.20166127422012,84.6286055222111,133.935195998493,0.202204314695915
TRP,CZ3,N1,4.49843778050848,41.0750748814471,-97.3706810631704,0.463598670277107
TRP,CZ3,N2,4.26951959265284,37.5558765020523,-83.2641352120082,0.482244300978804
TRP,CZ3,N2,5.28136414095058,56.0002466755031,87.3628973118182,0.288650584722148
TRP,CZ3,N2,5.3125415093812,92.0358937399225,152.249919699925,0.229105114299046
TRP,CZ3,N3,4.14431076355462,31.2158832034645,-78.3828454189108,0.432682598616612
TRP,CZ3,N3,5.34617917583889,93.5694602067155,135.822701919501,0.353564162969375
TRP,CZ3,N3,5.10890714187017,35.9056005339122,114.786670622706,0.103087784794161
TRP,CZ3,N3,5.50371374687499,60.0020268140554,77.1489720279966,0.110665453619852
TRP,HD1,N1,3.49578725376584,95.0080715708822,106.074743451111,0.149077445499315
TRP,HD1,N1,3.13217241266256,67.7348966281675,37.3185689809115,0.58862776163164
TRP,HD1,N1,2.54780336662748,38.4747530944156,-83.0388070890465,0.262294792869045
TRP,HD1,N2,2.25270677106983,67.3418355961231,-17.4602339198503,0.166378162538421
TRP,HD1,N2,2.55707927725182,36.5049060444947,-87.9950889800061,0.338559981486948
TRP,HD1,N2,3.42118919884304,85.4349268296106,79.4468112534433,0.495061855974631
TRP,HE1,N1,4.75468606289388,60.6789800974514,29.7759962774288,0.871173223580331
TRP,HE1,N1,4.4569211067552,40.6010355423427,-126.738283223169,0.128826776419669
TRP,HE1,N2,4.63837879326061,51.5441149865799,14.1710914188474,0.282134176513761
TRP,HE1,N2,4.44418779178467,45.5658813961143,-166.715785806157,0.298997567865888
TRP,HE1,N2,4.29407386791939,51.4366207177504,-0.249307087001439,0.161284410302399
TRP,HE1,N2,5.25620863585546,92.8850349299236,116.971876905129,0.257583845317952
TRP,H,N1,2.72620999770274,143.667986261343,37.2878749760898,0.367128988124054
TRP,H,N1,2.46891597987884,130.939536103139,39.8205849219689,0.632871011875946
TRP,H,N2,2.56958762886598,135.252371134021,39.8355670103093,1
TRP,HZ2,N1,6.37927846496116,80.3055753901248,66.6887930091424,0.419169582362915
TRP,HZ2,N1,5.764359552871,39.046762742044,-22.0453761083794,0.580830417637085
TRP,HZ2,N2,6.74472693977408,102.873237727571,92.9041418698602,0.187606432447263
TRP,HZ2,N2,5.8526496677798,43.90402061258,0.783494311317995,0.406074320985444
TRP,HZ2,N2,5.81001207823411,36.4030040191654,-155.39581580816,0.197985925252735
TRP,HZ2,N2,6.04600292690794,58.6369578098621,170.621953740118,0.208333321314558
TRP,HZ3,N1,5.77606618702975,80.8102045807881,47.8392603573854,0.262295078979866
TRP,HZ3,N1,5.10245365905925,43.5748317481927,-107.204284543776,0.426229508196721
TRP,HZ3,N1,5.75354127796005,84.6507822989323,137.389613013806,0.311475412823413
TRP,HZ3,N2,5.91788447091857,88.0005834265326,67.9269042495468,0.168702833188919
TRP,HZ3,N2,6.1181590233452,54.8809170616386,91.5339132527232,0.187066669017124
TRP,HZ3,N2,5.03237307373791,35.9478546123486,-77.3311267629427,0.385438437796982
TRP,HZ3,N2,5.94875563134897,97.9528678383588,153.1214998914,0.258792059996975
TRP,NE1,N1,3.75862523594349,44.8341582370965,6.56836539392019,0.622624555742198
TRP,NE1,N1,3.82345101385245,52.065009178397,-165.798881237779,0.108081797540543
TRP,NE1,N1,4.39866657941161,87.9933811561572,90.0452535937428,0.269293646717257
TRP,NE1,N2,3.71095933787519,47.9626655657517,-168.365921443646,0.130635673064855
TRP,NE1,N2,3.92431380232725,56.2909949141755,169.318813630379,0.257714040738083
TRP,NE1,N2,3.74476717941459,43.329134639621,3.46580069284915,0.242502323035896
TRP,NE1,N2,4.67251854242616,103.508552909414,98.6602757694242,0.107992117131449
TRP,NE1,N2,3.90728689947737,60.016175316961,26.6857862648117,0.261155846029717
TRP,NE1,N3,3.82687372895261,51.246456612566,8.53386882151212,0.53122292618735
TRP,NE1,N3,3.90159477899006,54.1866782844822,169.019282161072,0.331681992881146
TRP,NE1,N3,4.71360245304789,105.983850739449,100.997483302667,0.137095080931504
TRP,N,N1,2.09263866529615,141.089849513701,15.3112934804827,0.853632351008869
TRP,N,N1,2.09962724176018,141.762687922165,10.7083812845302,0.146367648991132
TRP,N,N2,2.22455406910844,149.168829119328,19.2478009350991,0.718197817773377
TRP,N,N2,2.11145627681717,142.250177933106,11.6556407657575,0.281802182226623
TRP,N,N3,2.22742508324083,149.274716981132,17.7420865704772,1
TRP,O,N1,3.14075017081899,145.11242426639,129.097367123729,0.896800490227765
TRP,O,N1,3.16295997256809,150.726325197158,67.1634233243557,0.103199509772237
TRP,O,N2,2.95403363702833,133.185236464124,130.718299759783,0.314255710160147
TRP,O,N2,2.74328788333609,120.468632265524,-143.918729727059,0.525602089613636
TRP,O,N2,2.56138832616737,111.258724004719,-163.825995299158,0.160142200226217
TRP,O,N3,2.72606263982102,119.402572706935,-136.414306487696,1
GLY,C,N0,2.23300163365672,145.883728273005,172.693104284306,0.480338478236451
GLY,C,N0,2.17540428555665,142.880425554962,-144.464103257063,0.519661521763549
GLY,C,N1,2.27082215308782,148.33437447654,166.102934845692,0.550923936398797
GLY,C,N1,2.27111004754335,148.422248711174,-167.390417742696,0.449076063601203
GLY,C,N2,2.17480104534405,142.050075634949,-164.385711970321,0.491866459782772
GLY,C,N2,2.14972814453557,140.724566245049,167.902467059286,0.508133540217228
GLY,C,N3,2.18815919159967,142.830819200267,-165.973416522071,0.646162221012594
GLY,C,N3,2.16579241886579,141.355976561436,167.27928203823,0.353837778987406
GLY,H,N1,2.72648291434093,137.599220661865,8.65117880114045,0.105387099980521
GLY,H,N1,2.24156932461776,118.917531720348,30.0300964416256,0.155794215640892
GLY,H,N1,2.76696113671872,150.345583581776,30.6692245242751,0.111619883112191
GLY,H,N1,2.53817461646364,135.206553036258,41.1613159285671,0.210431008077283
GLY,H,N1,2.39350445236023,126.973691124333,-38.3358847531496,0.268708007390117
GLY,H,N1,2.81744760094646,154.682435196089,-20.3863077411864,0.148059785798996
GLY,H,N2,2.58787236131462,135.550374379013,16.9145916504894,0.506524595631026
GLY,H,N2,2.62638839528961,140.470990445613,-46.4367715667034,0.493475404368974
GLY,H,N3,2.69722727940592,135.879341224989,-7.65716884337073,0.176509815868993
GLY,H,N3,2.54657226469874,135.15553926612,40.6903228818447,0.376432624742135
GLY,H,N3,2.56789848657585,136.721639924485,-42.2817396144095,0.447057559388871
GLY,N,N0,2.11793485969847,142.86153246724,8.0822525586219,0.329784557670677
GLY,N,N0,2.13381106022769,143.75244571554,-1.51247240191553,0.425168729959595
GLY,N,N0,2.11795210324716,142.534921031746,-8.85646574247933,0.133969096915498
GLY,N,N0,1.77380398032537,125.11510144396,-3.04173198581374,0.111077615454232
GLY,N,N1,2.13491060694899,143.913803948565,-0.378992770673358,0.278305915966429
GLY,N,N1,2.06032720504025,139.571691422545,14.8440284490637,0.409425473945468
GLY,N,N1,2.05367891520567,139.219264102462,-15.3034418740701,0.312268610088105
GLY,N,N2,2.23237065622153,150.090380075276,-19.3704160235527,0.467292139175944
GLY,N,N2,2.17788460983165,146.596289179427,13.4648481626215,0.532707860824057
GLY,N,N3,2.21883568510719,149.089532458981,18.2202445294119,0.617802512262553
GLY,N,N3,2.22835550543197,149.758347777644,-17.5616769754673,0.382197487737447
GLY,O,N0,3.27961190230395,156.625597465211,158.142340165663,0.46030009177044
GLY,O,N0,3.28002379658606,156.728976179693,-158.965705693136,0.419460711024045
GLY,O,N0,2.74172091570055,121.701710479626,-11.1335964223898,0.120239197205514
GLY,O,N1,3.2293367994961,153.545584512369,140.446264829134,0.549719222462203
GLY,O,N1,3.24159438461585,154.489929932608,-143.130570054465,0.450280777537797
GLY,O,N2,2.59461051681159,113.16169900218,159.063545250377,0.44559553331464
GLY,O,N2,3.11024824672053,143.605668401014,18.5694001310693,0.11359766528881
GLY,O,N2,2.6754768786596,117.333163559707,-150.906638939828,0.44080680139655
GLY,O,N3,2.69938627946646,118.331150243662,-152.668057954282,0.650068775790886
GLY,O,N3,2.63605378278641,114.909278494098,158.550657914178,0.349931224209114
LYS,CB,N1,0.787867054247231,61.6075294300047,99.2863276647791,0.873360707365938
LYS,CB,N1,1.00903214240886,74.7386490999895,85.7560136024383,0.126639292634064
LYS,CB,N2,0.889948308505457,68.733864501491,91.7242040335861,0.407903789601567
LYS,CB,N2,1.18108923568028,91.067345237947,103.646588558169,0.592096210398434
LYS,CB,N3,1.16511687230487,90.1608071701046,102.987048196347,0.894941310960001
LYS,CB,N3,1.19080039394239,86.9819385660924,83.0266975039969,0.105058689039996
LYS,C,N1,2.25248483855108,146.541870185215,144.707580724471,1
LYS,C,N2,2.18527544550322,142.089768653212,-163.444426969918,0.653662463107057
LYS,C,N2,2.24350629367321,145.544426312086,158.518618755649,0.346337536892943
LYS,C,N3,2.20728586171305,143.020908152735,-137.832562779498,1
LYS,CD,N1,2.83280012405967,41.580676593506,6.74850109387884,0.14684988218367
LYS,CD,N1,2.32547676425553,40.0720742565081,-68.4190348793702,0.182231951748137
LYS,CD,N1,3.31383580372909,60.4090272630067,92.2066994902495,0.156096380569242
LYS,CD,N1,2.95660076565994,22.9881222770726,53.9025173540278,0.335865295920712
LYS,CD,N1,3.0024756058693,30.4778500458838,142.743671178904,0.178956489578236
LYS,CD,N2,2.57124878397101,44.9025958467385,7.64991767120907,0.314316664453531
LYS,CD,N2,3.23604787667816,54.8035238955239,96.2237892575073,0.472726623583021
LYS,CD,N2,3.00821113624155,30.6572973420975,91.4843358071434,0.212956711963448
LYS,CD,N3,3.18506077919716,50.5416229091897,99.2975535796829,0.501558304856021
LYS,CD,N3,2.57632451419158,43.5950176497629,24.3564524354394,0.286250686681276
LYS,CD,N3,3.3505726428619,62.9362465111333,86.4395066344536,0.212191008462703
LYS,CE,N1,4.19377374637335,49.8385643778823,120.941240964945,0.325248005725898
LYS,CE,N1,3.73658368930477,36.9745990306103,-32.795553705424,0.436151116390436
