amino,atom,cluster,dist,angle,dihed,prob
LYS,CE,N1,4.15003309611362,26.1680046916426,15.1819756225331,0.238600877883663
LYS,CE,N2,4.06612714492669,56.2762092087637,103.181914157324,0.289145941269618
LYS,CE,N2,3.70129193593965,37.326810060089,-17.7541896769251,0.328314481974031
LYS,CE,N2,4.30652123444298,44.5727126537135,46.2048207406601,0.224630312737311
LYS,CE,N2,4.31396513071079,45.2290208046967,151.828246745478,0.157909264019038
LYS,CE,N3,4.02547318169095,50.1689405633271,75.1404950945352,0.755906998899571
LYS,CE,N3,4.32973974157044,46.6636208495947,59.0025110357532,0.244093001100429
LYS,CG,N1,1.68345395225117,34.609386902044,15.8727185462607,0.470893083369831
LYS,CG,N1,2.23631180556726,81.2583942600767,89.6222327966307,0.170165222059821
LYS,CG,N1,1.67623123223656,29.9901888272362,-56.9893359862124,0.168077992403325
LYS,CG,N1,1.78727781835373,46.9639781135217,162.349877432799,0.190863702167023
LYS,CG,N2,1.86768390423368,55.1274835120073,151.645830719458,0.326602887146971
LYS,CG,N2,2.02333249496829,57.6767946402975,43.2880020110221,0.159115129158902
LYS,CG,N2,1.86346961029876,54.3196942384267,45.0490682635538,0.514281983694124
LYS,CG,N3,1.88459144959831,56.9806150515229,54.5015425749159,0.530553501560053
LYS,CG,N3,2.016488487271,63.3906409930519,131.809134267616,0.469446498439947
LYS,H,N1,2.65344570083413,134.821738879242,33.6475427489059,0.183470320611251
LYS,H,N1,2.58546806604348,137.409946719519,42.5581543745392,0.44967934751172
LYS,H,N1,2.31476878333133,122.44275456591,33.7586738530199,0.250315918421796
LYS,H,N1,2.7269027878766,146.879843795003,38.387110427625,0.116534413455234
LYS,H,N2,2.66439485045011,135.30744001764,25.9739051953552,0.186719671306393
LYS,H,N2,2.32165017780722,122.81592878861,29.519468275407,0.195899939743836
LYS,H,N2,2.68168489975848,143.465559574208,49.2696442948043,0.161988755927871
LYS,H,N2,2.57064160959875,136.266957798998,42.9108690312591,0.4553916330219
LYS,H,N3,2.67256068122917,134.987598756016,23.2549202813779,0.216000000000008
LYS,H,N3,2.56265548413427,135.646618124681,41.4763329945924,0.783999999999992
LYS,HZ1,N1,5.13819442135299,46.5346182244122,-46.1161551583361,0.480544797313723
LYS,HZ1,N1,5.63704206208246,29.9905406422666,73.6983688630783,0.331946348173588
LYS,HZ1,N1,6.10170650633002,23.0870200397977,19.0415674270978,0.187508854512689
LYS,HZ1,N2,5.05085964798412,41.769153098311,-21.7634692954769,0.466842345929121
LYS,HZ1,N2,5.64588721951466,45.3226726888242,66.5551298079294,0.184227733631011
LYS,HZ1,N2,5.78779780056931,60.1430551887763,124.826448722362,0.13819026345052
LYS,HZ1,N2,6.23401454297477,41.1503799950795,86.0335702277332,0.210739656989348
LYS,HZ1,N3,5.2395919810419,56.9779291251821,30.1404390079632,0.551656437250732
LYS,HZ1,N3,6.272926880957,46.0900937360983,60.0732527777716,0.168428496304971
LYS,HZ1,N3,5.44551989251577,33.8494232714746,115.413826514835,0.279915066444297
LYS,HZ2,N1,5.52113248234579,35.3833071512974,110.973591626844,0.189796731613954
LYS,HZ2,N1,4.97268776726948,41.815749438152,-21.4798578793671,0.587702890536542
LYS,HZ2,N1,5.59012313634426,26.7532243606451,49.2875204181499,0.222500377849503
LYS,HZ2,N2,4.90350785436488,48.4942303553224,38.7308314091892,0.519489439810061
LYS,HZ2,N2,4.66213006759832,41.5771140020861,-146.603121580684,0.103718377646065
LYS,HZ2,N2,5.76666613074065,47.4900201178161,68.2519358150463,0.195140433652715
LYS,HZ2,N2,5.61170639615475,39.5027077850976,123.117620797311,0.181651748891159
LYS,HZ2,N3,4.898129180686,52.2603477628587,37.4309921523451,0.559027936288569
LYS,HZ2,N3,5.63978650060024,37.036241777003,99.990424686304,0.248149246850544
LYS,HZ2,N3,5.87497386779029,57.8194825479375,75.5821531424117,0.192822816860888
LYS,N,N1,2.12153725045841,142.725619647103,15.0635539531264,0.513365029630856
LYS,N,N1,2.05761083669728,139.042689164868,15.187143115806,0.374344937451602
LYS,N,N1,2.09857862140053,141.668333198355,7.22737205218713,0.112290032917541
LYS,N,N2,2.19278239871231,147.125277166621,15.6113394150792,1
LYS,N,N3,2.23021499827994,149.233732370141,16.8815944272446,1
LYS,NZ,N1,5.37284533652282,36.9444144401252,114.356638661898,0.212504090429454
LYS,NZ,N1,4.59473919576629,39.3612210954741,-40.7772629555634,0.486773943395328
LYS,NZ,N1,5.40645121971827,22.579055559514,36.5738321897738,0.153088313175515
LYS,NZ,N1,5.09064019165896,61.2815577838367,118.803117782579,0.147633652999703
LYS,NZ,N2,4.54892396171053,41.0135087718681,-18.5963116911028,0.383289946964982
LYS,NZ,N2,5.05422663662337,56.1076197756243,115.59742729813,0.256304609254875
LYS,NZ,N2,5.59707946475114,45.1795114446182,101.360399481767,0.216939637088061
LYS,NZ,N2,5.32275797854129,41.6515288430843,73.3378771783138,0.143465806692083
LYS,NZ,N3,4.46492574680121,42.2332375989612,21.3229849543444,0.378726504479699
LYS,NZ,N3,5.59837821475825,45.4241209083554,87.0141452729697,0.242278406916019
LYS,NZ,N3,5.35371867233699,58.5188645493387,97.7152603165155,0.378995088604281
LYS,O,N1,3.21474206234201,153.90309855841,45.907598799581,0.136761149021448
LYS,O,N1,3.13243889025441,144.46149040435,128.224221501734,0.863238850978551
LYS,O,N2,2.96526619678909,133.582713669149,131.268791795381,0.344139381843681
LYS,O,N2,2.74108014907417,120.226399538134,-144.165580146897,0.471488014036543
LYS,O,N2,2.63578392006079,115.240837439362,-156.032753040693,0.184372604119775
LYS,O,N3,2.72319812792516,118.943929623852,-126.558623678281,1
LEU,CB,N1,0.796261082594489,61.6905622958467,98.9071698553428,1
LEU,CB,N2,1.19734115157881,92.1521411567282,105.477876261328,0.42159240898148
LEU,CB,N2,0.806339415268513,62.620484318202,93.836674052701,0.316434177197129
LEU,CB,N2,1.1265850519713,87.791361929489,99.1964118360879,0.261973413821389
LEU,CB,N3,1.16794743589744,90.2974397435897,102.239225641026,1
LEU,C,N1,2.25148734898564,146.425009117848,149.756722133577,1
LEU,C,N2,2.240218461274,145.665452333486,157.939467902885,0.310756029997973
LEU,C,N2,2.18584865798935,142.185658521475,-163.392580573488,0.689243970002027
LEU,C,N3,2.20337959489857,143.177504376095,-149.448243310828,1
LEU,CD1,N1,3.02781992956917,32.0362674285726,74.8198784467929,0.177691585159778
LEU,CD1,N1,2.99380963480088,27.1662166701795,60.6751504055146,0.455341151918747
LEU,CD1,N1,2.57957879195784,55.7625953152237,-45.7626298068731,0.366967262921474
LEU,CD1,N2,2.27229282665847,38.9781392905419,-155.357692879231,0.232028202211862
LEU,CD1,N2,3.1895066309041,49.1852981523349,73.3241655433724,0.526820135011245
LEU,CD1,N2,2.65824779773902,46.2054399231068,63.7172369856171,0.24115166277689
LEU,CD1,N3,2.75651411529835,49.6877004943887,77.7608388419632,0.294226103092205
LEU,CD1,N3,3.23722732307119,54.7200933238947,78.5552990545897,0.506196160586013
LEU,CD1,N3,2.18594526444534,31.1510049639605,-164.305069946808,0.199577736321783
LEU,CD2,N1,2.28427672839905,39.6313635493246,-56.5514204627755,0.506984479683252
LEU,CD2,N1,3.02517800862784,30.9298966911184,113.636119507574,0.261950141890066
LEU,CD2,N1,2.80329410729295,53.6580166879529,28.1796827408658,0.231065378426682
LEU,CD2,N2,3.20480409664297,50.0844399235717,131.013261356506,0.24849200976811
LEU,CD2,N2,3.08018434751111,52.7145883467957,104.269422785545,0.167918218049369
LEU,CD2,N2,2.36281869531768,48.9115819568465,-36.265974015694,0.142224048130205
LEU,CD2,N2,2.22621592654375,33.3153110354041,13.024249822896,0.303296137036918
LEU,CD2,N2,2.26841706731919,32.409685146228,-53.143568280239,0.138069587015395
LEU,CD2,N3,3.2675331222885,56.6869724167046,126.680567550198,0.232359577084561
LEU,CD2,N3,2.20827394213911,31.0635407084459,10.3834349736804,0.469030947482343
LEU,CD2,N3,2.76282838536093,49.489758833154,42.9082177310191,0.298609475433097
LEU,CG,N1,1.71948020299799,33.3710397970381,19.0480036317746,0.539940656343528
LEU,CG,N1,1.69431184781286,25.4532223436061,-21.3518847837081,0.154888389807056
LEU,CG,N1,1.82232854112452,45.1796675233501,163.145978619283,0.193231287047823
LEU,CG,N1,2.22493694266569,75.2137063132333,88.9674297556769,0.111939666801591
LEU,CG,N2,1.91784716564536,55.7239026262639,151.815305603514,0.29405395640417
LEU,CG,N2,1.94060917160593,59.1434628613877,58.3251491427205,0.368897638965745
LEU,CG,N2,1.82139950860879,41.9350892217576,40.9325268855044,0.337048404630085
LEU,CG,N3,1.94752477584493,58.0843922178843,145.330732971295,0.297357858127549
LEU,CG,N3,1.958834765904,54.1361727131116,80.045564898639,0.161542389880305
LEU,CG,N3,1.91294912754473,56.55330699067,59.2218996862981,0.541099751992148
LEU,H,N1,2.69144489481515,136.871829589255,36.5422873848648,0.121975473589244
LEU,H,N1,2.65030676990044,141.810527275956,41.7580056426955,0.183799430097338
LEU,H,N1,2.50539008110854,132.840814634741,41.1867472792373,0.571655418355466
LEU,H,N1,2.32767659078036,123.057215769865,34.4933438156929,0.122569677957951
LEU,H,N2,2.65951919256167,134.940254243198,35.4385198934036,0.1892918936006
LEU,H,N2,2.51062341528152,133.060128639914,40.1811087323349,0.8107081063994
LEU,H,N3,2.69372041649218,134.370374154204,30.0549891300061,0.170533623572085
LEU,H,N3,2.56117057197373,135.524613619951,41.4182007553788,0.829466376427915
LEU,N,N1,2.0904023250513,140.922722817415,14.752670389788,1
LEU,N,N2,2.19292794162367,147.232554981251,17.203978919631,1
LEU,N,N3,2.22744311077752,149.32729432358,17.9274743685921,1
LEU,O,N1,3.12855335786568,144.470611775529,121.493241720331,1
LEU,O,N2,2.74637647646972,120.568275617508,-143.759592705295,0.461455562163359
LEU,O,N2,2.97928393713451,134.532390052123,129.481347603173,0.308696539063031
LEU,O,N2,2.64164583597281,115.437788244115,-154.566378753571,0.229847898773607
LEU,O,N3,2.72494061157436,119.349944402325,-137.266240839019,1
ILE,CB,N1,0.77065894678798,57.3711441963056,97.0387634408601,1
ILE,CB,N2,0.743498695480577,55.6403025285826,96.0122253939923,0.38963704079321
ILE,CB,N2,1.19768140756384,91.0684768956364,105.744962430121,0.470116693454488
ILE,CB,N2,1.05538630032461,81.3825731527601,94.2543830435292,0.140246265752299
ILE,CB,N3,1.17647412199631,89.5337569316082,103.785679297597,1
ILE,C,N1,2.23662683324283,145.441243889191,154.034940249864,1
ILE,C,N2,2.19580805590911,142.646086760762,-162.134039637052,0.569849246231156
ILE,C,N2,2.2391207271499,145.592421693352,156.589057274848,0.430150753768844
ILE,C,N3,2.21435334088336,143.596310305776,-155.432679501699,1
ILE,CG1,N1,1.74123930256208,44.6623792091066,43.2263287970604,0.268905720252293
ILE,CG1,N1,2.23369620569861,84.0396486440225,93.7880562429305,0.234268621414531
ILE,CG1,N1,1.6922820886082,41.8977938234937,4.35619396883309,0.496825658333175
ILE,CG1,N2,1.89378163758328,61.9468875296421,59.8947511357731,0.378189810433898
ILE,CG1,N2,1.6893044533468,41.5505900714919,5.16817418383272,0.315576941919383
ILE,CG1,N2,1.74439512943704,44.5966991100454,74.6487430014661,0.16510952868793
ILE,CG1,N2,2.28638881610534,86.5673085776761,84.4371477295073,0.141123718958788
ILE,CG1,N3,1.89648591491614,62.2273170459365,58.7972459662964,0.677755810842344
ILE,CG1,N3,2.03287828326419,66.0398659729377,114.91852793683,0.322244189157655
ILE,CG2,N1,1.80320846880429,53.5248445612054,166.742367508771,0.511292175386516
ILE,CG2,N1,1.66732890828573,38.505213158975,-33.8360534355259,0.323914772416958
ILE,CG2,N1,2.18513935173218,81.017624110157,91.3204169387399,0.164793052196526
ILE,CG2,N2,1.97577116070056,67.7172217154997,152.087474917876,0.361576556430918
ILE,CG2,N2,1.80556359007524,54.2020306103463,164.198942723868,0.38879627394709
ILE,CG2,N2,2.01823488965177,66.613611075573,42.0427873277678,0.249627169621991
ILE,CG2,N3,1.95012417634564,65.787723049476,151.489279489623,0.692805345193187
ILE,CG2,N3,1.83509080400142,55.5792341283684,73.9230009332495,0.151647769163425
ILE,CG2,N3,2.52689085621313,100.801251682555,111.957967558012,0.155546885643388
ILE,H,N1,2.69077653513138,136.848038701076,41.1047052502139,0.196039549376482
ILE,H,N1,2.45135402848157,129.762873146566,39.7657013725095,0.388729866044723
ILE,H,N1,2.58413596395779,137.43092513283,42.7170153857111,0.415230584578795
ILE,H,N2,2.65620275247401,132.149548751414,38.4224230930109,0.13723693671782
ILE,H,N2,2.34657414213157,123.936115662644,31.184386928379,0.115101273218274
ILE,H,N2,2.57882166900876,136.732118571183,43.3551821621796,0.37014421410266
ILE,H,N2,2.48504738025227,131.750801193934,40.2310300967764,0.262871855145081
ILE,H,N2,2.67887816547775,143.119441852526,48.9139270631476,0.114645720816164
ILE,H,N3,2.69494752623688,133.623246800513,36.0874902222802,0.217391304347826
ILE,H,N3,2.56083738369671,135.531886800142,41.1740130446858,0.782608695652174
ILE,N,N1,2.10686583378597,141.869566811515,15.462375067898,1
ILE,N,N2,2.22754398751761,149.269706690016,19.3940840588485,0.452075036440447
ILE,N,N2,2.14071700426587,144.046724789098,15.0966856776012,0.547924963559557
ILE,N,N3,2.22981426953568,149.357868629671,18.584228765572,1
ILE,O,N1,3.09199179767601,141.706654818865,124.922133971292,1
ILE,O,N2,2.74031841648279,120.182236849256,-144.638500815458,0.570730411686587
ILE,O,N2,2.98880814030363,134.790395573172,127.274196029173,0.429269588313413
ILE,O,N3,2.75049577336078,120.426751199452,-141.340875028559,1
MET,CB,N1,0.784872128686743,61.7177216386294,98.8315259906572,0.837419513628659
MET,CB,N1,0.915871794065081,68.8657183367821,95.1826707893788,0.162580486371343
MET,CB,N2,1.1871665277789,91.5955933568302,104.93589126475,0.521442024365567
MET,CB,N2,0.758664684672584,59.1258019701555,92.8277826599222,0.261450932098983
MET,CB,N2,1.08287568095654,84.8164879930917,92.862747897933,0.217107043535451
MET,CB,N3,1.10623870877551,86.1217637741843,92.3646506368451,0.157682449341793
MET,CB,N3,1.16943452443774,90.6176842271716,103.627853938394,0.842317550658206
MET,C,N1,2.2472616786935,146.284348651728,151.987611090012,1
MET,C,N2,2.22760928209882,144.978852412258,158.938539902586,0.326320638820639
MET,C,N2,2.18670848722768,142.214337593161,-163.575233090786,0.673679361179361
MET,C,N3,2.20062582056893,143.087711159737,-147.416157549234,1
MET,CE,N1,3.44279632418214,32.3783991595276,-118.863580121988,0.217876082787318
MET,CE,N1,4.13937489027696,47.111960135705,60.0763261446191,0.43903243676242
MET,CE,N1,3.84257369116269,40.0528365732038,106.919518919158,0.343091480450261
MET,CE,N2,4.22691106153513,60.2262789170361,75.7164144546241,0.36591236389484
MET,CE,N2,3.81280908018354,34.0507786157044,113.107828210459,0.307089013454202
MET,CE,N2,3.23157922061776,34.1079573760836,-79.5383415157025,0.326998622650957
MET,CE,N3,4.22661041380404,72.8621661358161,101.871781563693,0.202974070305195
MET,CE,N3,3.9879461107183,39.1404971978289,90.0251267917161,0.489314109704746
MET,CE,N3,2.93103208065723,14.980031529075,-66.2927994783053,0.16278733881466
MET,CE,N3,3.30832713843597,57.7891850051762,-52.4984017218367,0.144924481175399
MET,CG,N1,1.77767861653732,46.7198550927314,161.18060672367,0.200792668516835
MET,CG,N1,1.67232837187416,33.7014202925302,14.0716774315296,0.47339231661108
MET,CG,N1,2.11352324915303,71.2596591162986,40.6193501892215,0.325815014872085
MET,CG,N2,1.78601635957711,47.6768050674457,18.2514459584095,0.137299654857836
MET,CG,N2,1.65839007021103,31.3548332469773,13.1555428411097,0.13171862494553
MET,CG,N2,1.93484928615287,61.6436209353311,148.605284313874,0.123512490165815
MET,CG,N2,1.89487855990143,58.8367096388368,59.1672238879727,0.3405060857813
MET,CG,N2,1.80830508977998,50.3470963284601,155.529100499236,0.155231287904209
MET,CG,N2,2.19457838132773,78.4520322771748,73.7035182346243,0.111731856345307
MET,CG,N3,2.02787685501025,63.9816938288902,80.8025538407401,0.179774423384021
MET,CG,N3,1.8895115408786,58.5351394680286,57.0521476520168,0.57587991712394
MET,CG,N3,1.87875888947257,56.7313625589859,147.199282122926,0.244345659492038
MET,H,N1,2.73958550432665,144.314961713586,37.0205952793451,0.175019442853966
MET,H,N1,2.58634455300216,137.543610170999,42.1463658618709,0.646076108195383
MET,H,N1,2.34701798356042,124.044200552304,35.4986924375772,0.178904448950651
MET,H,N2,2.68280107601328,134.902410994928,29.0088995921986,0.163750468889376
MET,H,N2,2.58490746295949,137.177480711458,43.9261222574149,0.654959521922727
MET,H,N2,2.27170708030794,120.01702138603,26.4284189817599,0.181290009187896
MET,H,N3,2.685368373942,134.45414998223,33.8993894878174,0.159420289855072
MET,H,N3,2.5725893086899,136.316155685302,42.6187257069621,0.840579710144927
MET,N,N1,2.10824649572861,142.22613635956,9.42243119518987,0.116450502257398
MET,N,N1,2.07480859934192,140.135700221403,15.7518566657479,0.513908492795826
MET,N,N1,2.12889076504635,143.139963545865,14.1363891374306,0.369641004946775
MET,N,N2,2.12419239892905,143.124709215689,11.5653066115286,0.318757584313651
MET,N,N2,2.22586822978023,149.22486407004,19.2964549116781,0.681242415686349
MET,N,N3,2.22809190371993,149.391299781181,17.9335579868709,1
MET,O,N1,3.23641642837756,155.35277772248,92.1065934537856,0.113555454740821
MET,O,N1,3.12908770409286,144.290677138088,128.7752530561,0.886444545259182
MET,O,N2,2.93910360439372,132.286802930123,132.300212721224,0.323520345252774
MET,O,N2,2.61609902097225,114.274412187894,-158.190076585937,0.162777717950943
MET,O,N2,2.74276461368321,120.348076041794,-144.250175864988,0.513701936796282
MET,O,N3,2.71754633715798,119.042846425419,-136.192316857899,1
MET,SD,N1,3.27398221806371,30.6376046325747,139.508310305348,0.158879160706922
MET,SD,N1,3.26479236752234,61.3256807591217,97.2972440758277,0.131271518261519
MET,SD,N1,3.60533052941021,61.7644692323027,92.0887264111215,0.161948705439921
MET,SD,N1,2.58980690176461,40.3976920807229,-79.2174161848216,0.209084444271735
MET,SD,N1,3.22610877898424,24.1595601912492,57.4359336866514,0.338816171319904
MET,SD,N2,3.43127378797243,47.4039924153702,93.9168603877789,0.510741576435105
MET,SD,N2,2.43656248498738,36.9132296070386,-51.9230804334302,0.368722255846792
MET,SD,N2,3.15778441059645,50.1740653441707,81.2031307916718,0.120536167718098
MET,SD,N3,2.61298252620138,37.587695827699,-40.4384127185843,0.224595455252179
MET,SD,N3,2.37208601612833,35.7085098095998,-3.72213121130435,0.252637855384246
MET,SD,N3,3.48081791728313,53.171639801203,91.5653021174717,0.522766689363575
GLN,CB,N1,0.960330196087196,70.3554089148567,87.6983114680763,0.130191577430644
GLN,CB,N1,0.794880292692868,62.46284817583,99.3936925074863,0.869808422569358
GLN,CB,N2,1.1861931680234,91.4912622845692,104.566273828373,0.557661976557541
GLN,CB,N2,1.10253066717485,85.7590359511919,90.8478312764681,0.215726121833012
GLN,CB,N2,0.763592846045981,59.4993745302037,94.2650639477091,0.226611901609446
GLN,CB,N3,1.16994475138122,89.7155414364641,100.493737569061,1
GLN,C,N1,2.25094093047563,146.507310507057,147.115478306325,1
GLN,C,N2,2.19964746706311,142.947818382413,-161.82828072299,0.481408722205631
GLN,C,N2,2.15619298687909,140.441067051845,-167.161964633246,0.221467520207951
GLN,C,N2,2.23088504564855,145.169576326864,159.091785825047,0.297123757586419
GLN,C,N3,2.20956604285317,142.977293192297,-136.916129644698,1
GLN,CD,N1,2.93330807978391,18.8094112206425,54.5143769737224,0.174212566160815
GLN,CD,N1,2.36644639366316,38.9380157186606,-81.7419565830243,0.211836540000602
GLN,CD,N1,3.36121586896684,63.409231538846,93.1673952926068,0.151449281913181
GLN,CD,N1,3.01707003479451,32.1621896230413,143.906862539404,0.141299704134316
GLN,CD,N1,2.86051930019384,60.581579232797,59.5305497577168,0.135184919204279
GLN,CD,N1,2.99875878696791,30.3902030151434,55.7736745049738,0.186016988586806
GLN,CD,N2,3.2221480393987,53.6179842980694,91.0821577139756,0.38675531525693
GLN,CD,N2,2.9938461019155,29.5450124171731,84.8284764953755,0.14072286662899
GLN,CD,N2,3.08786752688604,69.2402556701316,85.3957086916762,0.148106130584484
GLN,CD,N2,2.27633543642798,35.40110265789,-47.2947061419445,0.324415687529599
GLN,CD,N3,3.22118661813323,53.69360395981,76.1754924496313,0.232923022128513
GLN,CD,N3,2.18764400135099,26.8770751527211,-157.542772874125,0.10243663396656
GLN,CD,N3,2.25631058555178,34.0916790423024,0.682806694839939,0.18001895164677
GLN,CD,N3,3.25658699480702,55.420958324628,100.683222089609,0.320866693636613
GLN,CD,N3,2.92437887683728,65.2432945096883,98.940455308968,0.163754698621544
GLN,CG,N1,2.24805092163777,82.3570631449028,88.7112684096515,0.203154689100722
GLN,CG,N1,1.79232472176041,47.5704778009876,162.521192415247,0.189652128455752
GLN,CG,N1,1.68266138489851,34.9873886472061,17.4977614517225,0.455988675198871
GLN,CG,N1,1.65710982172653,29.6011364656833,-46.808283547761,0.151204507244655
GLN,CG,N2,1.90345701934666,59.524174894957,60.3634966688118,0.2752852212318
GLN,CG,N2,1.68290559617097,34.6061738944189,39.8318243288334,0.192680343891514
GLN,CG,N2,1.87949787592335,56.7137665454101,30.402258836124,0.145918749665663
GLN,CG,N2,1.87922335558481,56.5284304432892,151.194278393642,0.27745509968589
GLN,CG,N2,2.26951679456763,82.7110140730294,83.0398447522882,0.108660585525132
GLN,CG,N3,1.88886089528803,57.948877410887,55.1447428028164,0.556083098958649
GLN,CG,N3,2.22676342964756,74.3469765156598,95.4077183905642,0.162772481946333
GLN,CG,N3,1.87525447374071,55.6508116427777,146.785292438609,0.281144419095017
GLN,HE21,N1,3.17761687801934,55.5387501493873,13.9343058016126,0.306161874762032
GLN,HE21,N1,4.08669810613373,41.5909581683821,-5.20734200256894,0.693838125237968
GLN,HE21,N2,3.36904557277072,52.2750421277772,-147.012261340894,0.163816491524243
GLN,HE21,N2,3.70496422458622,44.6063876474953,114.868099721538,0.246484568341548
GLN,HE21,N2,4.31277254337344,64.4168655966472,55.8327903013067,0.295049811021364
GLN,HE21,N2,3.45515220972936,68.7307660495908,-0.470316221186049,0.15543539082899
GLN,HE21,N2,4.0608234324958,33.8631553441178,16.8044168806141,0.139213738283855
GLN,HE21,N3,3.7038064936693,61.4824507233882,50.7528457379261,0.475029092309948
GLN,HE21,N3,3.49457839197196,56.227598154029,-160.154624972776,0.140179529257089
GLN,HE21,N3,4.30690740966309,51.0072121086659,47.2288073866126,0.384791378432962
GLN,HE22,N1,4.98552882168088,70.7069261166696,72.8494114213113,0.123118191540073
GLN,HE22,N1,4.66227291414681,29.943927686349,82.6904564968909,0.562152966420778
GLN,HE22,N1,3.9292963131064,47.7739277763204,-87.4839392418483,0.314728842039149
GLN,HE22,N2,3.78343775828129,47.4323981135824,-49.311331316046,0.417550235683016
GLN,HE22,N2,4.77246919005875,49.8760673778435,108.844662891577,0.270794240281849
GLN,HE22,N2,4.96316166378891,50.7701176469627,69.2810391066921,0.311655524035135
GLN,HE22,N3,4.26880481356882,55.974815642218,8.25024517043916,0.640970359555893
GLN,HE22,N3,5.02529490347725,49.9993000504631,66.3184587811321,0.359029640444107
GLN,H,N1,2.76340889349748,139.680069150132,37.1506034014137,0.151518604841833
GLN,H,N1,2.32339701769458,122.792277331526,34.3885286146001,0.16023158835765
GLN,H,N1,2.7746693819056,150.514554154313,31.4638877382308,0.142079610864017
GLN,H,N1,2.56109763443719,136.108691213582,41.958916520989,0.5461701959365
GLN,H,N2,2.67737275927504,136.477969238667,30.3235175180665,0.232017173729262
GLN,H,N2,2.28113140075576,120.783087270372,27.6806040168715,0.231696726311751
GLN,H,N2,2.58672351911743,137.194739158524,44.0378422479654,0.536286099958987
GLN,H,N3,2.67143297851375,134.430077761237,14.7724382850838,0.208368897400621
GLN,H,N3,2.57869056545263,136.693675960564,42.6181405703117,0.791631102599379
GLN,NE2,N1,3.32712089337471,45.3294055239906,-77.7190244761,0.297050076306321
GLN,NE2,N1,3.78935733004913,37.5615696246684,103.55952876629,0.343572833809576
GLN,NE2,N1,4.27987026510476,73.1977557357977,100.692600789045,0.150408163817874
GLN,NE2,N1,3.97994127096469,23.8986652225978,22.8118719594632,0.20896892606623
GLN,NE2,N2,3.88925063102809,53.3613624413392,96.0949352410454,0.33150269882939
GLN,NE2,N2,4.09254887886191,38.7341053874881,93.3447976665305,0.211861952427081
GLN,NE2,N2,3.22773905634197,44.0015574844005,-145.122783302947,0.123442565588344
GLN,NE2,N2,3.17590840435045,50.1215682366967,-19.0575232815888,0.230899569144875
GLN,NE2,N2,4.25002295389466,52.1237743086054,63.565049526011,0.10229321401031
GLN,NE2,N3,3.09325923554467,45.4089347024658,-53.5532788027919,0.318304594933982
GLN,NE2,N3,4.18437753854485,45.5032296540415,80.8281908746755,0.292934545548479
GLN,NE2,N3,3.98834405370966,57.3505661955256,93.3208636789832,0.38876085951754
GLN,N,N1,2.12523784231115,142.888739022331,14.9043520712751,0.435529761637643
GLN,N,N1,2.06234479271644,139.408477193549,15.5568092488959,0.434806962784504
GLN,N,N1,2.1132984725825,142.532978701676,8.07372684321492,0.129663275577855
GLN,N,N2,2.22792710312731,149.358275772913,19.2652997754982,0.690043543268528
GLN,N,N2,2.13125484921117,143.507302552219,10.0876742607702,0.309956456731473
GLN,N,N3,2.23167073501484,149.258014646054,16.5763195009493,1
GLN,OE1,N1,3.18949929324782,64.7687443443302,-4.75812672524858,0.187229564231429
GLN,OE1,N1,3.47854441319838,35.1337905574956,95.9440569077397,0.32694841068022
GLN,OE1,N1,3.8616746826867,47.414330292867,88.8637719662776,0.2450104728325
GLN,OE1,N1,2.62650215309216,42.667455777761,-96.4180212754076,0.119137921838435
GLN,OE1,N1,3.64498309205539,17.724792213966,13.1494488379313,0.121673630417414
GLN,OE1,N2,3.73093094270967,42.0021924731759,95.0415231148514,0.314270836773413
GLN,OE1,N2,2.62700748021538,34.6289190596213,-71.7389887533438,0.294523092550196
GLN,OE1,N2,3.59060843327548,68.7532279943744,67.0036179580337,0.159973375587847
GLN,OE1,N2,3.7289367991048,59.2744891665216,99.0623934732421,0.231232695088542
GLN,OE1,N3,2.63072454425855,29.5986188348695,-46.7462692858605,0.31512580615374
GLN,OE1,N3,3.83174354791877,65.9691602925933,87.64621385118,0.321344989829871
GLN,OE1,N3,3.71227595534081,53.8520421430881,104.560744200393,0.152036183967196
GLN,OE1,N3,3.77363425101158,63.1193329561578,94.3365290516652,0.211493020049194
GLN,O,N1,3.21967977401098,154.106491497162,62.9820832635779,0.139291481691565
GLN,O,N1,3.13268199590024,144.589504453585,128.463972167148,0.860708518308436
GLN,O,N2,2.74198090380969,120.310350538574,-144.230362233125,0.474917382304997
GLN,O,N2,2.64905453227336,115.788193618277,-154.439114020356,0.230361599037297
GLN,O,N2,2.94292480309577,132.566928634749,132.450739606827,0.294721018657706
GLN,O,N3,2.7282044274392,119.017236949986,-126.282402295709,1
PHE,CB,N0,0.980553252040224,76.8755605697237,96.6421550572538,0.891297442141781
PHE,CB,N0,3.3775609045148,96.8259233029603,-42.0179270539005,0.108702557858219
PHE,CB,N1,0.808796651552134,62.7289727938612,97.051351587025,1
PHE,CB,N2,1.07203282168614,84.1267997278066,91.9804796783274,0.280573624676867
PHE,CB,N2,1.20302237440048,92.4236197689073,105.768570784801,0.421310820442245
PHE,CB,N2,0.758936245328476,59.0385003049126,91.7269071841299,0.298115554880887
PHE,CB,N3,1.21838891120936,90.0302772197669,100.076942547208,1
PHE,C,N0,2.23322347932938,145.529229941362,168.405135052829,0.759998857070626
PHE,C,N0,3.26850561098854,133.162021038396,-67.1556041543411,0.240001142929374
